Rk;Player;WS;Season;Age;Team;G;GS;AS;MP;FG;FGA;2P;2PA;3P;3PA;FT;FTA;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;FG%;2P%;3P%;FT%;TS%;eFG%;Pos;Player-additional
1;Nikola Jokić;15.2;2021-22;26;DEN;74;74;1;2476;764;1311;667;1023;97;288;379;468;206;813;1019;584;109;63;281;191;2004;0.583;0.652;0.337;0.81;0.661;0.62;C-F;jokicni01
2;Giannis Antetokounmpo;12.9;2021-22;27;MIL;67;67;1;2204;689;1245;618;1003;71;242;553;766;134;644;778;388;72;91;219;212;2002;0.553;0.616;0.293;0.722;0.633;0.582;F-G;antetgi01
3;Joel Embiid;12;2021-22;27;PHI;68;68;1;2297;666;1334;573;1083;93;251;654;803;146;650;796;284;77;99;214;181;2079;0.499;0.529;0.371;0.814;0.616;0.534;C;embiijo01
4;Rudy Gobert;11.7;2021-22;29;UTA;66;66;1;2120;362;508;362;504;0;4;303;439;241;727;968;72;45;137;119;176;1027;0.713;0.718;0;0.69;0.732;0.713;C;goberru01
5;Karl-Anthony Towns;10.3;2021-22;26;MIN;74;74;1;2476;642;1214;492;848;150;366;384;467;194;533;727;269;72;83;226;267;1818;0.529;0.58;0.41;0.822;0.64;0.591;C-F;townska01
6;Trae Young;10;2021-22;23;ATL;76;76;1;2652;711;1544;478;934;233;610;500;553;50;234;284;737;72;7;303;128;2155;0.46;0.512;0.382;0.904;0.603;0.536;G;youngtr01
7;Robert Williams;9.9;2021-22;24;BOS;61;61;0;1804;271;368;271;367;0;1;65;90;238;350;588;121;56;134;63;137;607;0.736;0.738;0;0.722;0.745;0.736;C-F;williro04
8;Jayson Tatum;9.6;2021-22;23;BOS;76;76;1;2731;708;1564;478;913;230;651;400;469;85;524;609;334;75;49;217;174;2046;0.453;0.524;0.353;0.853;0.578;0.526;F;tatumja01
9;Chris Paul;9.4;2021-22;36;PHO;65;65;1;2139;363;736;300;537;63;199;169;202;22;261;283;702;121;20;153;134;958;0.493;0.559;0.317;0.837;0.581;0.536;G;paulch01
10;Jimmy Butler;9.2;2021-22;32;MIA;57;57;1;1931;398;829;371;713;27;116;396;455;102;234;336;312;94;27;121;88;1219;0.48;0.52;0.233;0.87;0.592;0.496;F-G;butleji01
11;Mikal Bridges;8.9;2021-22;25;PHO;82;82;0;2854;458;858;343;546;115;312;131;157;74;273;347;185;96;36;68;150;1162;0.534;0.628;0.369;0.834;0.627;0.601;F-G;bridgmi01
12;DeMar DeRozan;8.8;2021-22;32;CHI;76;76;1;2743;774;1535;724;1393;50;142;520;593;56;336;392;374;68;24;181;178;2118;0.504;0.52;0.352;0.877;0.59;0.521;G-F;derozde01
13;Mitchell Robinson;8.5;2021-22;23;NYK;72;62;0;1848;261;343;261;343;0;0;88;181;295;322;617;38;58;133;60;195;610;0.761;0.761;;0.486;0.722;0.761;C;robinmi01
14;Jarrett Allen;8.5;2021-22;23;CLE;56;56;1;1809;369;545;368;535;1;10;165;233;192;410;602;92;44;75;94;97;904;0.677;0.688;0.1;0.708;0.698;0.678;C-F;allenja01
15;Kevin Durant;8.4;2021-22;33;BRK;55;55;1;2047;578;1115;463;815;115;300;372;409;29;378;407;351;48;52;191;113;1643;0.518;0.568;0.383;0.91;0.634;0.57;F-G;duranke01
16;Clint Capela;8.3;2021-22;27;ATL;74;73;0;2042;370;604;370;603;0;1;80;169;279;598;877;92;55;93;44;166;820;0.613;0.614;0;0.473;0.604;0.613;C;capelca01
17;Dwight Powell;8.2;2021-22;30;DAL;82;71;0;1798;269;401;256;364;13;37;166;212;173;231;404;97;37;39;64;220;717;0.671;0.703;0.351;0.783;0.725;0.687;F-C;poweldw01
18;Pascal Siakam;8.1;2021-22;27;TOR;68;68;0;2578;596;1207;521;989;75;218;284;379;128;452;580;360;85;42;181;225;1551;0.494;0.527;0.344;0.749;0.565;0.525;F-C;siakapa01
19;Stephen Curry;8;2021-22;33;GSW;64;64;1;2211;535;1224;250;474;285;750;275;298;34;301;335;404;85;23;206;130;1630;0.437;0.527;0.38;0.923;0.601;0.554;G;curryst01
20;James Harden;7.6;2021-22;32;BRKPHI;65;65;1;2419;407;992;259;544;148;448;470;536;55;445;500;667;82;36;284;153;1432;0.41;0.476;0.33;0.877;0.583;0.485;G;hardeja01
21;Luka Dončić;7.6;2021-22;22;DAL;65;65;1;2301;641;1403;440;834;201;569;364;489;56;537;593;568;75;36;292;145;1847;0.457;0.528;0.353;0.744;0.571;0.529;G-F;doncilu01
22;Devin Booker;7.6;2021-22;25;PHO;68;68;1;2345;662;1421;479;943;183;478;315;363;45;297;342;329;77;26;162;180;1822;0.466;0.508;0.383;0.868;0.576;0.53;G;bookede01
23;Al Horford;7.6;2021-22;35;BOS;69;69;0;2005;266;569;177;304;89;265;80;95;108;422;530;232;49;92;65;130;701;0.467;0.582;0.336;0.842;0.574;0.546;C-F;horfoal01
24;Jalen Brunson;7.5;2021-22;25;DAL;79;61;0;2524;506;1008;412;756;94;252;179;213;43;266;309;377;66;3;124;151;1285;0.502;0.545;0.373;0.84;0.583;0.549;G;brunsja01
25;LeBron James;7.5;2021-22;37;LAL;56;56;1;2084;640;1221;479;773;161;448;254;336;63;396;459;349;73;59;196;121;1695;0.524;0.62;0.359;0.756;0.619;0.59;F-G;jamesle01
26;Dejounte Murray;7.3;2021-22;25;SAS;68;68;1;2366;573;1241;477;947;96;294;196;247;80;483;563;627;138;23;180;138;1438;0.462;0.504;0.327;0.794;0.533;0.5;G;murrade01
27;Tyrese Maxey;7.3;2021-22;21;PHI;75;74;0;2650;483;995;351;686;132;309;213;246;26;214;240;321;55;32;88;156;1311;0.485;0.512;0.427;0.866;0.594;0.552;G;maxeyty01
28;Jonas Valančiūnas;7.3;2021-22;29;NOP;74;74;0;2240;510;938;453;780;57;158;237;289;226;617;843;190;41;60;179;247;1314;0.544;0.581;0.361;0.82;0.617;0.574;C;valanjo01
29;Montrezl Harrell;7.3;2021-22;28;CHOWAS;71;3;0;1641;358;555;354;538;4;17;212;296;149;282;431;145;29;43;72;137;932;0.645;0.658;0.235;0.716;0.68;0.649;F-C;harremo01
30;Deandre Ayton;7.3;2021-22;23;PHO;58;58;0;1713;442;697;435;678;7;19;106;142;149;444;593;84;40;40;91;142;997;0.634;0.642;0.368;0.746;0.656;0.639;C;aytonde01
31;Miles Bridges;7.2;2021-22;23;CHO;80;80;0;2837;596;1214;442;749;154;465;267;333;90;469;559;300;74;67;150;193;1613;0.491;0.59;0.331;0.802;0.593;0.554;G-F;bridgmi02
32;Ivica Zubac;7.2;2021-22;24;LAC;76;76;0;1852;310;495;310;495;0;0;165;227;217;427;644;120;36;77;114;203;785;0.626;0.626;;0.727;0.66;0.626;C;zubaciv01
33;Desmond Bane;7.2;2021-22;23;MEM;76;76;0;2266;508;1101;280;578;228;523;140;155;46;288;334;208;92;29;111;196;1384;0.461;0.484;0.436;0.903;0.592;0.565;G;banede01
34;Donovan Mitchell;7.2;2021-22;25;UTA;67;67;1;2266;617;1376;385;722;232;654;267;313;55;227;282;358;99;12;200;164;1733;0.448;0.533;0.355;0.853;0.572;0.533;G;mitchdo01
35;Bam Adebayo;7.2;2021-22;24;MIA;56;56;0;1825;406;729;406;723;0;6;256;340;137;427;564;190;80;44;148;171;1068;0.557;0.562;0;0.753;0.608;0.557;C-F;adebaba01
36;Domantas Sabonis;7.1;2021-22;25;INDSAC;62;61;0;2136;443;773;404;648;39;125;246;332;201;551;752;323;59;27;195;203;1171;0.573;0.623;0.312;0.741;0.637;0.598;C-F;sabondo01
37;Tyrese Haliburton;7;2021-22;21;INDSAC;77;77;0;2695;430;909;269;520;161;389;160;190;61;250;311;628;134;49;199;121;1181;0.473;0.517;0.414;0.842;0.595;0.562;G;halibty01
38;Jakob Poeltl;6.9;2021-22;26;SAS;68;67;0;1970;410;663;409;662;1;1;94;190;262;372;634;189;45;118;109;212;915;0.618;0.618;1;0.495;0.613;0.619;C;poeltja01
