Player,Team,Season,PPG,RPG,APG,Winrate,MVP
LeBron James,CLE,06_07,27.3,6.7,6.0,0.61,0
Michael Redd,MIL,06_07,26.7,3.7,2.3,0.341,0
Ray Allen,SEA,06_07,26.4,4.5,4.1,0.378,0
Allen Iverson,DENPHI,06_07,26.3,3.0,7.2,,0
Vince Carter,NJN,06_07,25.2,6.0,4.8,0.5,0
Yao Ming,HOU,06_07,25.0,9.4,2.0,0.634,0
Joe Johnson,ATL,06_07,25.0,4.2,4.4,0.366,0
Paul Pierce,BOS,06_07,25.0,5.9,4.1,0.293,0
Tracy McGrady,HOU,06_07,24.6,5.3,6.5,0.634,0
Dirk Nowitzki,DAL,06_07,24.6,8.9,3.4,0.817,1
Zach Randolph,POR,06_07,23.6,10.1,2.2,0.39,0
Chris Bosh,TOR,06_07,22.6,10.7,2.5,0.573,0
Kevin Garnett,MIN,06_07,22.4,12.8,4.1,0.39,0
Rashard Lewis,SEA,06_07,22.4,6.6,2.4,0.378,0
Ben Gordon,CHI,06_07,21.4,3.1,3.6,0.598,0
Carlos Boozer,UTA,06_07,20.9,11.7,3.0,0.622,0
Pau Gasol,MEM,06_07,20.8,9.8,3.4,0.268,0
Elton Brand,LAC,06_07,20.5,9.3,2.9,0.488,0
Amar'e Stoudemire,PHO,06_07,20.4,9.6,1.0,0.744,0
Kevin Martin,SAC,06_07,20.2,4.3,2.2,0.402,0
Baron Davis,GSW,06_07,20.1,4.4,8.1,0.512,0
Tim Duncan,SAS,06_07,20.0,10.6,3.4,0.707,0
Antawn Jamison,WAS,06_07,19.8,8.0,1.9,0.5,0
Richard Hamilton,DET,06_07,19.8,3.8,3.8,0.646,0
Eddy Curry,NYK,06_07,19.5,7.0,0.8,0.402,0
Jermaine O'Neal,IND,06_07,19.4,9.6,2.4,0.427,0
Caron Butler,WAS,06_07,19.1,7.4,3.7,0.5,0
Josh Howard,DAL,06_07,18.9,6.8,1.8,0.817,0
Metta World Peace,SAC,06_07,18.8,6.5,3.4,0.402,0
Luol Deng,CHI,06_07,18.8,7.1,2.5,0.598,0
Steve Nash,PHO,06_07,18.6,3.5,11.6,0.744,0
Tony Parker,SAS,06_07,18.6,3.2,5.5,0.707,0
Mike Miller,MEM,06_07,18.5,5.4,4.3,0.268,0
David West,NOK,06_07,18.3,8.2,2.2,0.476,0
Andre Iguodala,PHI,06_07,18.2,5.7,5.7,0.427,0
Gerald Wallace,CHA,06_07,18.1,7.2,2.6,0.402,0
Leandro Barbosa,PHO,06_07,18.1,2.7,4.0,0.744,0
Peja Stojakovic,NOK,06_07,17.8,4.2,0.8,0.476,0
Jamal Crawford,NYK,06_07,17.6,3.2,4.4,0.402,0
Dwight Howard,ORL,06_07,17.6,12.3,1.9,0.488,0
Mehmet Okur,UTA,06_07,17.6,7.2,2.0,0.622,0
Shawn Marion,PHO,06_07,17.5,9.8,1.7,0.744,0
Mo Williams,MIL,06_07,17.3,4.8,6.1,0.341,0
Shaquille O'Neal,MIA,06_07,17.3,7.4,2.0,0.537,0
Chris Paul,NOK,06_07,17.3,4.4,8.9,0.476,0
Mike Bibby,SAC,06_07,17.1,3.2,4.7,0.402,0
Chauncey Billups,DET,06_07,17.0,3.4,7.2,0.646,0
Ricky Davis,MIN,06_07,17.0,3.9,4.8,0.39,0
Corey Maggette,LAC,06_07,16.9,5.9,2.8,0.488,0
Brandon Roy,POR,06_07,16.8,4.4,4.0,0.39,0
Jason Terry,DAL,06_07,16.7,2.9,5.2,0.817,0
Kirk Hinrich,CHI,06_07,16.6,3.4,6.2,0.598,0
Manu Ginobili,SAS,06_07,16.5,4.4,3.5,0.707,0
Monta Ellis,GSW,06_07,16.5,3.2,4.1,0.512,0
Al Harrington,GSWIND,06_07,16.5,6.4,1.9,,0
Nenad Krstic,NJN,06_07,16.4,6.8,1.8,0.5,0
Josh Smith,ATL,06_07,16.4,8.6,3.3,0.366,0
Stephon Marbury,NYK,06_07,16.4,2.9,5.4,0.402,0
Richard Jefferson,NJN,06_07,16.3,4.4,2.7,0.5,0
Deron Williams,UTA,06_07,16.2,3.3,9.3,0.622,0
Al Jefferson,BOS,06_07,16.0,11.0,1.3,0.293,0
Jason Richardson,GSW,06_07,16.0,5.1,3.4,0.512,0
Lamar Odom,LAL,06_07,15.9,9.8,4.8,0.512,0
Stephen Jackson,GSWIND,06_07,15.5,3.0,3.8,,0
Wally Szczerbiak,BOS,06_07,15.0,3.1,1.7,0.293,0
Larry Hughes,CLE,06_07,14.9,3.8,3.7,0.61,0
Ruben Patterson,MIL,06_07,14.7,5.4,2.9,0.341,0
Raja Bell,PHO,06_07,14.7,3.2,2.5,0.744,0
Earl Boykins,DENMIL,06_07,14.6,2.1,4.4,,0
Kyle Korver,PHI,06_07,14.4,3.5,1.4,0.427,0
Emeka Okafor,CHA,06_07,14.4,11.3,1.2,0.402,0
Grant Hill,ORL,06_07,14.4,3.6,2.1,0.488,0
Tayshaun Prince,DET,06_07,14.3,5.2,2.8,0.646,0
Andres Nocioni,CHI,06_07,14.1,5.7,1.1,0.598,0
Raymond Felton,CHA,06_07,14.0,3.4,7.0,0.402,0
T.J. Ford,TOR,06_07,14.0,3.1,7.9,0.573,0
Danny Granger,IND,06_07,13.9,4.6,1.4,0.427,0
Cuttino Mobley,LAC,06_07,13.8,3.4,2.5,0.488,0
Desmond Mason,NOK,06_07,13.7,4.6,1.5,0.476,0
Charlie Bell,MIL,06_07,13.5,2.9,3.0,0.341,0
Chris Wilcox,SEA,06_07,13.5,7.7,1.0,0.378,0
Andre Miller,DENPHI,06_07,13.4,4.4,7.8,,0
Hedo Turkoglu,ORL,06_07,13.3,4.0,3.2,0.488,0
Rafer Alston,HOU,06_07,13.3,3.4,5.4,0.634,0
Chucky Atkins,MEM,06_07,13.2,1.9,4.6,0.268,0
Marvin Williams,ATL,06_07,13.1,5.3,1.9,0.366,0
Jason Kidd,NJN,06_07,13.0,8.2,9.2,0.5,0
Josh Childress,ATL,06_07,13.0,6.2,2.3,0.366,0
J.R. Smith,DEN,06_07,13.0,2.3,1.4,0.549,0
Jameer Nelson,ORL,06_07,13.0,3.1,4.3,0.488,0
Quentin Richardson,NYK,06_07,13.0,7.2,2.2,0.402,0
Jamaal Tinsley,IND,06_07,12.8,3.3,6.9,0.427,0
Mike Dunleavy,GSWIND,06_07,12.8,5.3,2.8,,0
Hakim Warrick,MEM,06_07,12.7,5.1,0.9,0.268,0
Anthony Parker,TOR,06_07,12.4,3.9,2.1,0.573,0
Rasheed Wallace,DET,06_07,12.3,7.2,1.7,0.646,0
Mark Blount,MIN,06_07,12.3,6.2,0.8,0.39,0
Sam Cassell,LAC,06_07,12.3,2.9,4.7,0.488,0
Andrew Bogut,MIL,06_07,12.3,8.8,3.0,0.341,0
Delonte West,BOS,06_07,12.2,3.0,4.4,0.293,0
Nene,DEN,06_07,12.2,7.0,1.2,0.549,0
Zaza Pachulia,ATL,06_07,12.2,6.9,1.5,0.366,0
Matt Carroll,CHA,06_07,12.1,2.9,1.3,0.402,0
Ryan Gomes,BOS,06_07,12.1,5.6,1.6,0.293,0
Jerry Stackhouse,DAL,06_07,12.0,2.2,2.8,0.817,0
Jarrett Jack,POR,06_07,12.0,2.6,5.3,0.39,0
Sean May,CHA,06_07,11.9,6.7,1.9,0.402,0
Zydrunas Ilgauskas,CLE,06_07,11.9,7.7,1.6,0.61,0
Charlie Villanueva,MIL,06_07,11.8,5.8,0.9,0.341,0
Adam Morrison,CHA,06_07,11.8,2.9,2.1,0.402,0
Matt Harpring,UTA,06_07,11.6,4.6,1.3,0.622,0
Andrea Bargnani,TOR,06_07,11.6,3.9,0.8,0.573,0
Devin Brown,NOK,06_07,11.6,4.3,2.6,0.476,0
Tony Allen,BOS,06_07,11.5,3.8,1.7,0.293,0
Luke Walton,LAL,06_07,11.4,5.0,4.3,0.512,0
Tyronn Lue,ATL,06_07,11.4,1.9,3.6,0.366,0
Willie Green,PHI,06_07,11.3,2.1,1.5,0.427,0
Steve Francis,NYK,06_07,11.3,3.6,3.9,0.402,0
DeShawn Stevenson,WAS,06_07,11.2,2.6,2.7,0.5,0
Marcus Camby,DEN,06_07,11.2,11.7,3.2,0.549,0
Chris Webber,DETPHI,06_07,11.2,7.2,3.1,,0
Mickael Pietrus,GSW,06_07,11.1,4.5,0.9,0.512,0
Drew Gooden,CLE,06_07,11.1,8.5,1.1,0.61,0
Smush Parker,LAL,06_07,11.1,2.5,2.8,0.512,0
Tim Thomas,LAC,06_07,11.0,5.0,2.2,0.488,0
Luke Ridnour,SEA,06_07,11.0,2.3,5.2,0.378,0
Luther Head,HOU,06_07,10.9,3.2,2.4,0.634,0
Jason Kapono,MIA,06_07,10.9,2.7,1.2,0.537,0
Jason Williams,MIA,06_07,10.9,2.3,5.3,0.537,0
Rudy Gay,MEM,06_07,10.8,4.5,1.3,0.268,0
Samuel Dalembert,PHI,06_07,10.7,8.9,0.8,0.427,0
David Lee,NYK,06_07,10.7,10.4,1.8,0.402,0
Udonis Haslem,MIA,06_07,10.7,8.3,1.2,0.537,0
Bobby Jackson,NOK,06_07,10.6,3.2,2.5,0.476,0
Gerald Green,BOS,06_07,10.4,2.6,1.0,0.293,0
Troy Murphy,GSWIND,06_07,10.3,6.1,1.9,,0
Devin Harris,DAL,06_07,10.2,2.4,3.7,0.817,0
Randy Foye,MIN,06_07,10.1,2.7,2.8,0.39,0
Shane Battier,HOU,06_07,10.1,4.1,2.1,0.634,0
Rasual Butler,NOK,06_07,10.1,3.2,0.8,0.476,0
Mike James,MIN,06_07,10.1,2.0,3.6,0.39,0
Nate Robinson,NYK,06_07,10.1,2.4,1.4,0.402,0
Derek Fisher,UTA,06_07,10.1,1.8,3.3,0.622,0
Chris Kaman,LAC,06_07,10.1,7.8,1.1,0.488,0
Shareef Abdur-Rahim,SAC,06_07,9.9,5.0,1.4,0.402,0
Mikki Moore,NJN,06_07,9.8,5.1,0.9,0.5,0
Matt Barnes,GSW,06_07,9.8,4.6,2.1,0.512,0
Boris Diaw,PHO,06_07,9.7,4.3,4.8,0.744,0
Juwan Howard,HOU,06_07,9.7,5.9,1.6,0.634,0
Nick Collison,SEA,06_07,9.6,8.1,1.0,0.378,0
Travis Outlaw,POR,06_07,9.6,3.2,0.8,0.39,0
Juan Dixon,PORTOR,06_07,9.6,2.0,1.5,,0
Andris Biedrins,GSW,06_07,9.5,9.3,1.1,0.512,0
Channing Frye,NYK,06_07,9.5,5.5,0.9,0.402,0
Kenyon Martin,DEN,06_07,9.5,10.0,0.5,0.549,0
Tyson Chandler,NOK,06_07,9.5,12.4,0.9,0.476,0
Earl Watson,SEA,06_07,9.4,2.4,5.7,0.378,0
Shaun Livingston,LAC,06_07,9.3,3.4,5.1,0.488,0
Walter Herrmann,CHA,06_07,9.2,2.9,0.5,0.402,0
Jannero Pargo,NOK,06_07,9.2,2.2,2.5,0.476,0
Bostjan Nachbar,NJN,06_07,9.2,3.3,0.8,0.5,0
Corliss Williamson,SAC,06_07,9.1,3.2,0.6,0.402,0
Brevin Knight,CHA,06_07,9.1,2.6,6.6,0.402,0
Michael Finley,SAS,06_07,9.0,2.7,1.3,0.707,0
Brad Miller,SAC,06_07,9.0,6.4,3.6,0.402,0
Sasha Pavlovic,CLE,06_07,9.0,2.4,1.6,0.61,0
LaMarcus Aldridge,POR,06_07,9.0,5.0,0.4,0.39,0
Morris Peterson,TOR,06_07,8.9,3.3,0.7,0.573,0
Trevor Ariza,ORL,06_07,8.9,4.4,1.1,0.488,0
Damien Wilkins,SEA,06_07,8.8,2.8,1.9,0.378,0
Jose Calderon,TOR,06_07,8.7,1.7,5.0,0.573,0
Alonzo Mourning,MIA,06_07,8.6,4.5,0.2,0.537,0
Joe Smith,DENPHI,06_07,8.5,6.2,0.8,,0
John Salmons,SAC,06_07,8.5,3.3,3.2,0.402,0
Brent Barry,SAS,06_07,8.5,2.1,1.8,0.707,0
Jorge Garbajosa,TOR,06_07,8.5,4.9,1.9,0.573,0
Antoine Walker,MIA,06_07,8.5,4.3,1.7,0.537,0
Kwame Brown,LAL,06_07,8.4,6.0,1.8,0.512,0
Maurice Evans,LAL,06_07,8.4,2.9,1.0,0.512,0
Ime Udoka,POR,06_07,8.4,3.7,1.5,0.39,0
Eddie House,NJN,06_07,8.4,1.6,1.2,0.5,0
Andrei Kirilenko,UTA,06_07,8.3,4.7,2.9,0.622,0
James White,SAS,06_07,8.3,3.3,0.8,0.707,0
Antonio McDyess,DET,06_07,8.1,6.0,0.9,0.646,0
Darko Milicic,ORL,06_07,8.0,5.5,1.1,0.488,0
Derek Anderson,CHA,06_07,8.0,2.3,2.7,0.402,0
Keyon Dooling,ORL,06_07,7.9,1.3,1.7,0.488,0
Gordan Giricek,UTA,06_07,7.8,2.1,1.0,0.622,0
Andrew Bynum,LAL,06_07,7.8,5.9,1.1,0.512,0
Stromile Swift,MEM,06_07,7.8,4.6,0.3,0.268,0
Bonzi Wells,HOU,06_07,7.8,4.3,1.1,0.634,0
James Posey,MIA,06_07,7.7,5.0,1.3,0.537,0
Salim Stoudamire,ATL,06_07,7.7,1.2,1.0,0.366,0
Eddie Jones,MEMMIA,06_07,7.7,3.0,1.7,,0
Tarence Kinsey,MEM,06_07,7.7,2.0,0.9,0.268,0
Carlos Arroyo,ORL,06_07,7.7,1.9,2.8,0.488,0
LeBron James,CLE,07_08,30.0,7.9,7.2,0.549,0
Kobe Bryant,LAL,07_08,28.3,6.3,5.4,0.695,1
Allen Iverson,DEN,07_08,26.4,3.0,7.1,0.61,0
Carmelo Anthony,DEN,07_08,25.7,7.4,3.4,0.61,0
Amar'e Stoudemire,PHO,07_08,25.2,9.1,1.5,0.671,0
Dwyane Wade,MIA,07_08,24.6,4.2,6.9,0.183,0
Kevin Martin,SAC,07_08,23.7,4.5,2.1,0.463,0
Dirk Nowitzki,DAL,07_08,23.6,8.6,3.5,0.622,0
Michael Redd,MIL,07_08,22.7,4.3,3.4,0.317,0
Richard Jefferson,NJN,07_08,22.6,4.2,3.1,0.415,0
Chris Bosh,TOR,07_08,22.3,8.7,2.6,0.5,0
Corey Maggette,LAC,07_08,22.1,5.6,2.7,0.28,0
Yao Ming,HOU,07_08,22.0,10.8,2.3,0.671,0
Baron Davis,GSW,07_08,21.8,4.7,7.6,0.585,0
Jason Richardson,CHA,07_08,21.8,5.4,3.1,0.39,0
Joe Johnson,ATL,07_08,21.7,4.5,5.8,0.451,0
Tracy McGrady,HOU,07_08,21.6,5.1,5.9,0.671,0
Antawn Jamison,WAS,07_08,21.4,10.2,1.5,0.524,0
Vince Carter,NJN,07_08,21.3,6.0,5.1,0.415,0
Carlos Boozer,UTA,07_08,21.1,10.4,2.9,0.659,0
Chris Paul,NOH,07_08,21.1,4.0,11.6,0.683,0
Al Jefferson,MIN,07_08,21.0,11.1,1.4,0.268,0
Dwight Howard,ORL,07_08,20.7,14.2,1.3,0.634,0
David West,NOH,07_08,20.6,8.9,2.3,0.683,0
Jamal Crawford,NYK,07_08,20.6,2.6,5.0,0.28,0
Metta World Peace,SAC,07_08,20.5,5.8,3.5,0.463,0
Caron Butler,WAS,07_08,20.3,6.7,4.9,0.524,0
Kevin Durant,SEA,07_08,20.3,4.4,2.4,0.244,0
Monta Ellis,GSW,07_08,20.2,5.0,3.9,0.585,0
Rudy Gay,MEM,07_08,20.1,6.2,2.0,0.268,0
Stephen Jackson,GSW,07_08,20.1,4.4,4.1,0.585,0
Josh Howard,DAL,07_08,19.9,7.0,2.2,0.622,0
Andre Iguodala,PHI,07_08,19.9,5.4,4.8,0.488,0
Paul Pierce,BOS,07_08,19.6,5.1,4.5,0.805,0
Danny Granger,IND,07_08,19.6,6.1,2.1,0.439,0
Hedo Turkoglu,ORL,07_08,19.5,5.7,5.0,0.634,0
Manu Ginobili,SAS,07_08,19.5,4.8,4.5,0.683,0
Gilbert Arenas,WAS,07_08,19.4,3.9,5.1,0.524,0
Gerald Wallace,CHA,07_08,19.4,6.0,3.5,0.39,0
Tim Duncan,SAS,07_08,19.3,11.3,2.8,0.683,0
Brandon Roy,POR,07_08,19.1,4.7,5.8,0.5,0
Mike Dunleavy,IND,07_08,19.1,5.2,3.5,0.439,0
Pau Gasol,LALMEM,07_08,18.9,8.4,3.2,,0
Deron Williams,UTA,07_08,18.8,3.0,10.5,0.659,0
Kevin Garnett,BOS,07_08,18.8,9.2,3.4,0.805,0
Tony Parker,SAS,07_08,18.8,3.2,6.0,0.683,0
Ben Gordon,CHI,07_08,18.6,3.1,3.0,0.402,0
Rashard Lewis,ORL,07_08,18.2,5.4,2.4,0.634,0
LaMarcus Aldridge,POR,07_08,17.8,7.6,1.6,0.5,0
Zach Randolph,NYK,07_08,17.6,10.3,2.0,0.28,0
Elton Brand,LAC,07_08,17.6,8.0,2.0,0.28,0
Ray Allen,BOS,07_08,17.4,3.7,3.1,0.805,0
Richard Hamilton,DET,07_08,17.3,3.3,4.2,0.72,0
Mo Williams,MIL,07_08,17.2,3.5,6.3,0.317,0
Josh Smith,ATL,07_08,17.2,8.2,3.4,0.451,0
Andre Miller,PHI,07_08,17.0,4.0,6.9,0.488,0
Luol Deng,CHI,07_08,17.0,6.3,2.5,0.402,0
Chauncey Billups,DET,07_08,17.0,2.7,6.8,0.72,0
Steve Nash,PHO,07_08,16.9,3.5,11.1,0.671,0
Peja Stojakovic,NOH,07_08,16.4,4.3,1.2,0.683,0
Mike Miller,MEM,07_08,16.4,6.7,3.4,0.268,0
Chris Kaman,LAC,07_08,15.7,12.7,1.9,0.28,0
Leandro Barbosa,PHO,07_08,15.6,2.8,2.6,0.671,0
Jason Terry,DAL,07_08,15.5,2.5,3.2,0.622,0
Shawn Marion,MIAPHO,07_08,15.4,10.2,2.2,,0
Rashad McCants,MIN,07_08,14.9,2.7,2.2,0.268,0
Marvin Williams,ATL,07_08,14.8,5.7,1.7,0.451,0
Devin Harris,DALNJN,07_08,14.8,2.7,5.8,,0
Mehmet Okur,UTA,07_08,14.5,7.7,2.0,0.659,0
Raymond Felton,CHA,07_08,14.4,3.0,7.4,0.39,0
Andrew Bogut,MIL,07_08,14.3,9.8,2.6,0.317,0
Lamar Odom,LAL,07_08,14.2,10.6,3.5,0.695,0
Zydrunas Ilgauskas,CLE,07_08,14.1,9.3,1.4,0.549,0
Mike Bibby,ATLSAC,07_08,13.9,3.3,6.0,,0
Stephon Marbury,NYK,07_08,13.9,2.5,4.7,0.28,0
Emeka Okafor,CHA,07_08,13.8,10.7,0.9,0.39,0
Ricky Davis,MIA,07_08,13.8,4.3,3.4,0.183,0
Shaquille O'Neal,MIAPHO,07_08,13.6,9.1,1.5,,0
Al Harrington,GSW,07_08,13.6,5.4,1.6,0.585,0
Jermaine O'Neal,IND,07_08,13.6,6.7,2.2,0.439,0
Brad Miller,SAC,07_08,13.4,9.5,3.7,0.463,0
Chris Wilcox,SEA,07_08,13.4,7.0,1.2,0.244,0
Travis Outlaw,POR,07_08,13.3,4.6,1.3,0.5,0
Eddy Curry,NYK,07_08,13.2,4.7,0.5,0.28,0
Andres Nocioni,CHI,07_08,13.2,4.2,1.2,0.402,0
Tayshaun Prince,DET,07_08,13.2,4.9,3.3,0.72,0
Andrew Bynum,LAL,07_08,13.1,10.2,1.7,0.695,0
Grant Hill,PHO,07_08,13.1,5.0,2.9,0.671,0
Rafer Alston,HOU,07_08,13.1,3.5,5.3,0.671,0
Randy Foye,MIN,07_08,13.1,3.3,4.2,0.268,0
Beno Udrih,SAC,07_08,12.8,3.3,4.3,0.463,0
Cuttino Mobley,LAC,07_08,12.8,3.6,2.6,0.28,0
Al Thornton,LAC,07_08,12.7,4.5,1.2,0.28,0
Rasheed Wallace,DET,07_08,12.7,6.6,1.8,0.72,0
Nate Robinson,NYK,07_08,12.7,3.1,2.9,0.28,0
Ryan Gomes,MIN,07_08,12.6,5.8,1.8,0.268,0
John Salmons,SAC,07_08,12.5,4.3,2.6,0.463,0
Anthony Parker,TOR,07_08,12.5,4.1,2.2,0.5,0
Willie Green,PHI,07_08,12.4,2.5,2.0,0.488,0
Tim Thomas,LAC,07_08,12.4,5.1,2.7,0.28,0
Kenyon Martin,DEN,07_08,12.4,6.5,1.3,0.61,0
Francisco Garcia,SAC,07_08,12.3,3.3,1.6,0.463,0
J.R. Smith,DEN,07_08,12.3,2.1,1.7,0.61,0
Troy Murphy,IND,07_08,12.2,7.2,2.2,0.439,0
Larry Hughes,CHICLE,07_08,12.2,3.4,2.7,,0
T.J. Ford,TOR,07_08,12.1,2.0,6.1,0.5,0
Ronnie Brewer,UTA,07_08,12.0,2.9,1.8,0.659,0
Udonis Haslem,MIA,07_08,12.0,9.0,1.4,0.183,0
Drew Gooden,CHICLE,07_08,12.0,8.6,1.2,,0
Jamaal Tinsley,IND,07_08,11.9,3.6,8.4,0.439,0
Raja Bell,PHO,07_08,11.9,3.7,2.2,0.671,0
Josh Childress,ATL,07_08,11.8,4.9,1.5,0.451,0
Tyson Chandler,NOH,07_08,11.8,11.7,1.0,0.683,0
Derek Fisher,LAL,07_08,11.7,2.1,2.9,0.695,0
Charlie Villanueva,MIL,07_08,11.7,6.1,1.0,0.317,0
Lou Williams,PHI,07_08,11.5,2.1,3.2,0.488,0
Kirk Hinrich,CHI,07_08,11.5,3.3,6.0,0.402,0
Wally Szczerbiak,CLESEA,07_08,11.5,2.9,1.4,,0
Hakim Warrick,MEM,07_08,11.4,4.7,0.7,0.268,0
Jose Calderon,TOR,07_08,11.2,2.9,8.3,0.5,0
Sam Cassell,BOSLAC,07_08,11.2,2.5,3.9,,0
DeShawn Stevenson,WAS,07_08,11.2,2.9,3.1,0.524,0
Linas Kleiza,DEN,07_08,11.1,4.2,1.2,0.61,0
Andrei Kirilenko,UTA,07_08,11.0,4.7,4.0,0.659,0
Jameer Nelson,ORL,07_08,10.9,3.5,5.6,0.634,0
Juan Carlos Navarro,MEM,07_08,10.9,2.6,2.2,0.268,0
David Lee,NYK,07_08,10.8,8.9,1.2,0.28,0
Jason Kidd,DALNJN,07_08,10.8,7.5,10.1,,0
Earl Watson,SEA,07_08,10.7,2.9,6.8,0.244,0
Jerry Stackhouse,DAL,07_08,10.7,2.3,2.5,0.622,0
Martell Webster,POR,07_08,10.7,3.9,1.2,0.5,0
Brendan Haywood,WAS,07_08,10.6,7.2,0.9,0.524,0
Rajon Rondo,BOS,07_08,10.6,4.2,5.1,0.805,0
Samuel Dalembert,PHI,07_08,10.5,10.4,0.5,0.488,0
Jeff Green,SEA,07_08,10.5,4.7,1.5,0.244,0
Andris Biedrins,GSW,07_08,10.5,9.8,1.0,0.585,0
Daniel Gibson,CLE,07_08,10.4,2.3,2.5,0.549,0
Luis Scola,HOU,07_08,10.3,6.4,1.3,0.671,0
Andrea Bargnani,TOR,07_08,10.2,3.7,1.1,0.5,0
Al Horford,ATL,07_08,10.1,9.7,1.5,0.451,0
Joe Smith,CHICLE,07_08,10.1,5.2,0.9,,0
Michael Finley,SAS,07_08,10.1,3.1,1.4,0.683,0
Jarrett Jack,POR,07_08,9.9,2.9,3.8,0.5,0
Kyle Korver,PHIUTA,07_08,9.9,2.3,1.3,,0
Bostjan Nachbar,NJN,07_08,9.8,3.5,1.2,0.415,0
Nick Collison,SEA,07_08,9.8,9.4,1.4,0.244,0
Desmond Mason,MIL,07_08,9.7,4.3,2.1,0.317,0
Kyle Lowry,MEM,07_08,9.6,3.0,3.6,0.268,0
Craig Smith,MIN,07_08,9.4,4.6,0.8,0.268,0
Ronald Murray,DETIND,07_08,9.4,2.0,3.4,,0
Mike Conley,MEM,07_08,9.4,2.6,4.2,0.268,0
Shane Battier,HOU,07_08,9.3,5.1,1.9,0.671,0
Sebastian Telfair,MIN,07_08,9.3,2.2,5.9,0.268,0
Damien Wilkins,SEA,07_08,9.2,3.2,2.0,0.244,0
Jordan Farmar,LAL,07_08,9.1,2.2,2.7,0.695,0
Marcus Camby,DEN,07_08,9.1,13.1,3.3,0.61,0
Bonzi Wells,HOUNOH,07_08,9.1,4.5,1.3,,0
Roger Mason,WAS,07_08,9.1,1.6,1.7,0.524,0
Matt Carroll,CHA,07_08,9.0,2.8,0.9,0.39,0
Carlos Delfino,TOR,07_08,9.0,4.4,1.8,0.5,0
Maurice Evans,LALORL,07_08,8.9,2.9,1.1,,0
Boris Diaw,PHO,07_08,8.8,4.6,3.9,0.671,0
Daequan Cook,MIA,07_08,8.8,3.0,1.3,0.183,0
Sasha Vujacic,LAL,07_08,8.8,2.1,1.0,0.695,0
Jason Williams,MIA,07_08,8.8,1.9,4.6,0.183,0
Antonio McDyess,DET,07_08,8.8,8.5,1.1,0.72,0
Keith Bogans,ORL,07_08,8.7,3.2,1.3,0.634,0
Yi Jianlian,MIL,07_08,8.6,5.2,0.8,0.317,0
Kelenna Azubuike,GSW,07_08,8.5,4.0,0.9,0.585,0
Steve Blake,POR,07_08,8.5,2.4,5.1,0.5,0
Mikki Moore,SAC,07_08,8.5,6.0,1.0,0.463,0
Jamario Moon,TOR,07_08,8.5,6.2,1.2,0.5,0
Mark Blount,MIA,07_08,8.4,3.8,0.6,0.183,0
Antonio Daniels,WAS,07_08,8.4,2.9,4.8,0.524,0
Vladimir Radmanovic,LAL,07_08,8.4,3.3,1.9,0.695,0
Delonte West,CLESEA,07_08,8.3,3.2,3.8,,0
Kareem Rush,IND,07_08,8.3,2.4,1.3,0.439,0
Marko Jaric,MIN,07_08,8.3,3.0,4.1,0.268,0
Brandon Bass,DAL,07_08,8.3,4.4,0.7,0.622,0
Thaddeus Young,PHI,07_08,8.2,4.2,0.8,0.488,0
Josh Boone,NJN,07_08,8.2,7.3,0.8,0.415,0
Marquis Daniels,IND,07_08,8.2,2.9,1.9,0.439,0
Matt Harpring,UTA,07_08,8.2,3.2,1.1,0.659,0
Carl Landry,HOU,07_08,8.1,4.9,0.5,0.671,0
Quentin Richardson,NYK,07_08,8.1,4.8,1.8,0.28,0
Keyon Dooling,ORL,07_08,8.1,1.4,1.8,0.634,0
Paul Millsap,UTA,07_08,8.1,5.6,1.0,0.659,0
Ramon Sessions,MIL,07_08,8.1,3.4,7.5,0.317,0
Jannero Pargo,NOH,07_08,8.1,1.6,2.4,0.683,0
Morris Peterson,NOH,07_08,8.0,2.7,0.9,0.683,0
Antoine Walker,MIN,07_08,8.0,3.7,1.0,0.268,0
James Jones,POR,07_08,8.0,2.8,0.6,0.5,0
Leon Powe,BOS,07_08,7.9,4.1,0.3,0.805,0
Jason Maxiell,DET,07_08,7.9,5.3,0.6,0.72,0
Dorell Wright,MIA,07_08,7.9,5.0,1.4,0.183,0
Nazr Mohammed,CHADET,07_08,7.8,6.0,0.9,,0
Anthony Carter,DEN,07_08,7.8,2.9,5.5,0.61,0
Rasho Nesterovic,TOR,07_08,7.8,4.8,1.2,0.5,0
Chris Quinn,MIA,07_08,7.8,2.0,3.0,0.183,0
Bobby Jackson,HOUNOH,07_08,7.7,2.5,1.9,,0
Dwyane Wade,MIA,08_09,30.2,5.0,7.5,0.524,0
LeBron James,CLE,08_09,28.4,7.6,7.2,0.805,1
Kobe Bryant,LAL,08_09,26.8,5.2,4.9,0.793,0
Dirk Nowitzki,DAL,08_09,25.9,8.4,2.4,0.61,0
Danny Granger,IND,08_09,25.8,5.1,2.7,0.439,0
Kevin Durant,OKC,08_09,25.3,6.5,2.8,0.28,0
Kevin Martin,SAC,08_09,24.6,3.6,2.7,0.207,0
Al Jefferson,MIN,08_09,23.1,11.0,1.6,0.293,0
Chris Paul,NOH,08_09,22.8,5.5,11.0,0.598,0
Carmelo Anthony,DEN,08_09,22.8,6.8,3.4,0.659,0
Chris Bosh,TOR,08_09,22.7,10.0,2.5,0.402,0
Brandon Roy,POR,08_09,22.6,4.7,5.1,0.659,0
