Player,Team,Season,PPG,RPG,APG,Winrate,MVP
Darren Collison,SAC,14_15,16.1,3.2,5.6,0.354,0
Zach Randolph,MEM,14_15,16.1,10.5,2.2,0.671,0
George Hill,IND,14_15,16.1,4.2,5.1,0.463,0
Derrick Favors,UTA,14_15,16.0,8.2,1.5,0.463,0
Wesley Matthews,POR,14_15,15.9,3.7,2.3,0.622,0
Jeff Teague,ATL,14_15,15.9,2.5,7.0,0.732,0
Greg Monroe,DET,14_15,15.9,10.2,2.1,0.39,0
Mike Conley,MEM,14_15,15.8,3.0,5.4,0.671,0
Jamal Crawford,LAC,14_15,15.8,1.9,2.5,0.683,0
Dwight Howard,HOU,14_15,15.8,10.5,1.2,0.683,0
Chandler Parsons,DAL,14_15,15.7,4.9,2.4,0.61,0
Lou Williams,TOR,14_15,15.5,1.9,2.0,0.598,0
Enes Freedom,OKCUTA,14_15,15.5,8.9,0.7,,0
Brandon Jennings,DET,14_15,15.4,2.5,6.6,0.39,0
Markieff Morris,PHO,14_15,15.3,6.2,2.3,0.476,0
Bradley Beal,WAS,14_15,15.3,3.8,3.1,0.561,0
Ty Lawson,DEN,14_15,15.2,3.1,9.6,0.366,0
Al Horford,ATL,14_15,15.2,7.2,3.2,0.732,0
Jeff Green,BOSMEM,14_15,15.0,4.2,1.7,,0
Andrea Bargnani,NYK,14_15,14.8,4.4,1.6,0.207,0
Jrue Holiday,NOP,14_15,14.8,3.4,6.8,0.549,0
Michael Carter-Williams,MILPHI,14_15,14.6,5.3,6.7,,0
Reggie Jackson,DETOKC,14_15,14.5,4.2,6.0,,0
Joe Johnson,BRK,14_15,14.4,4.8,3.6,0.463,0
Tony Parker,SAS,14_15,14.4,1.9,4.9,0.671,0
Serge Ibaka,OKC,14_15,14.3,7.8,0.9,0.549,0
Mo Williams,CHOMIN,14_15,14.2,2.6,6.2,,0
Thaddeus Young,BRKMIN,14_15,14.1,5.4,2.3,,0
Luol Deng,MIA,14_15,14.0,5.2,1.9,0.451,0
Wilson Chandler,DEN,14_15,13.9,6.1,1.7,0.366,0
Avery Bradley,BOS,14_15,13.9,3.1,1.8,0.488,0
Tim Duncan,SAS,14_15,13.9,9.1,3.0,0.671,1
Alec Burks,UTA,14_15,13.9,4.2,3.0,0.463,0
Andre Drummond,DET,14_15,13.8,13.5,0.7,0.39,0
Ryan Anderson,NOP,14_15,13.7,4.8,0.9,0.549,0
Shabazz Muhammad,MIN,14_15,13.5,4.1,1.2,0.195,0
Robert Covington,PHI,14_15,13.5,4.5,1.5,0.22,0
C.J. Miles,IND,14_15,13.5,3.1,1.1,0.463,0
Eric Gordon,NOP,14_15,13.4,2.6,3.8,0.549,0
Nick Young,LAL,14_15,13.4,2.3,1.0,0.256,0
Khris Middleton,MIL,14_15,13.4,4.4,2.3,0.5,0
Jared Sullinger,BOS,14_15,13.3,7.6,2.3,0.488,0
Arron Afflalo,DENPOR,14_15,13.3,3.2,1.7,,0
Deron Williams,BRK,14_15,13.0,3.5,6.6,0.463,0
Trey Burke,UTA,14_15,12.8,2.7,4.3,0.463,0
Trevor Ariza,HOU,14_15,12.8,5.6,2.5,0.683,0
Kentavious Caldwell-Pope,DET,14_15,12.7,3.1,1.3,0.39,0
Giannis Antetokounmpo,MIL,14_15,12.7,6.7,2.6,0.5,0
Rodney Stuckey,IND,14_15,12.6,3.5,3.1,0.463,0
DeMarre Carroll,ATL,14_15,12.6,5.3,1.7,0.732,0
Kenneth Faried,DEN,14_15,12.6,8.9,1.2,0.366,0
Nikola Peković,MIN,14_15,12.5,7.5,0.9,0.195,0
Danilo Gallinari,DEN,14_15,12.4,3.7,1.4,0.366,0
Josh Smith,DETHOU,14_15,12.4,6.4,3.3,,0
Jabari Parker,MIL,14_15,12.3,5.5,1.7,0.5,0
Marcin Gortat,WAS,14_15,12.2,8.7,1.2,0.561,0
Kyle Korver,ATL,14_15,12.1,4.1,2.6,0.732,0
Ben McLemore,SAC,14_15,12.1,2.9,1.7,0.354,0
Gerald Henderson,CHO,14_15,12.1,3.4,2.6,0.402,0
J.R. Smith,CLENYK,14_15,12.1,3.1,2.8,,0
Donatas Motiejūnas,HOU,14_15,12.0,5.9,1.8,0.683,0
Jonas Valančiūnas,TOR,14_15,12.0,8.7,0.5,0.598,0
Evan Fournier,ORL,14_15,12.0,2.6,2.1,0.305,0
Jordan Hill,LAL,14_15,12.0,7.9,1.5,0.256,0
Jarrett Jack,BRK,14_15,12.0,3.1,4.7,0.463,0
Jabari Brown,LAL,14_15,11.9,1.9,2.1,0.256,0
Gerald Green,PHO,14_15,11.9,2.5,1.2,0.476,0
Jordan Clarkson,LAL,14_15,11.9,3.2,3.5,0.256,0
Paul Pierce,WAS,14_15,11.9,4.0,2.0,0.561,0
Langston Galloway,NYK,14_15,11.8,4.2,3.3,0.207,0
Carlos Boozer,LAL,14_15,11.8,6.8,1.3,0.256,0
Dion Waiters,CLEOKC,14_15,11.8,2.4,2.0,,0
Hassan Whiteside,MIA,14_15,11.8,10.0,0.1,0.451,0
Terrence Jones,HOU,14_15,11.7,6.7,1.1,0.683,0
Danny Green,SAS,14_15,11.7,4.2,2.0,0.671,0
Draymond Green,GSW,14_15,11.7,8.2,3.7,0.817,0
David West,IND,14_15,11.7,6.8,3.4,0.463,0
Aaron Brooks,CHI,14_15,11.6,2.0,3.2,0.61,0
DeAndre Jordan,LAC,14_15,11.5,15.0,0.7,0.683,0
Ersan İlyasova,MIL,14_15,11.5,4.8,1.0,0.5,0
Amar'e Stoudemire,DALNYK,14_15,11.5,5.6,0.8,,0
Tim Hardaway Jr.,NYK,14_15,11.5,2.2,1.8,0.207,0
Corey Brewer,HOUMIN,14_15,11.5,3.7,2.2,,0
O.J. Mayo,MIL,14_15,11.4,2.6,2.8,0.5,0
Jeremy Lin,LAL,14_15,11.2,2.6,4.6,0.256,0
Jodie Meeks,DET,14_15,11.1,1.7,1.3,0.39,0
Vander Blue,LAL,14_15,11.0,4.5,4.0,0.256,0
Nenê,WAS,14_15,11.0,5.1,1.8,0.561,0
Michael Kidd-Gilchrist,CHO,14_15,10.9,7.6,1.4,0.402,0
Anthony Morrow,OKC,14_15,10.7,2.6,0.8,0.549,0
Brandon Bass,BOS,14_15,10.6,4.9,1.3,0.488,0
Roy Hibbert,IND,14_15,10.6,7.1,1.1,0.463,0
Manu Ginóbili,SAS,14_15,10.5,3.0,4.2,0.671,0
Marcus Morris,PHO,14_15,10.4,4.8,1.6,0.476,0
Marreese Speights,GSW,14_15,10.4,4.3,0.9,0.817,0
Alexey Shved,HOUNYKPHI,14_15,10.3,2.4,2.5,,0
Taj Gibson,CHI,14_15,10.3,6.4,1.1,0.61,0
Tyson Chandler,DAL,14_15,10.3,11.5,1.1,0.61,0
Ricky Rubio,MIN,14_15,10.3,5.7,8.8,0.195,0
Kelly Olynyk,BOS,14_15,10.3,4.7,1.7,0.488,0
Mario Chalmers,MIA,14_15,10.2,2.6,3.8,0.451,0
Nikola Mirotić,CHI,14_15,10.2,4.9,1.2,0.61,0
Tyler Zeller,BOS,14_15,10.2,5.7,1.4,0.488,0
Patrick Beverley,HOU,14_15,10.1,4.2,3.4,0.683,0
Zach LaVine,MIN,14_15,10.1,2.8,3.6,0.195,0
Courtney Lee,MEM,14_15,10.1,2.3,2.0,0.671,0
Harrison Barnes,GSW,14_15,10.1,5.5,1.4,0.817,0
Gary Neal,CHOMIN,14_15,10.1,2.4,1.9,,0
Matt Barnes,LAC,14_15,10.1,4.0,1.5,0.683,0
Wayne Ellington,LAL,14_15,10.0,3.2,1.6,0.256,0
C.J. Watson,IND,14_15,10.0,2.9,3.6,0.463,0
Dennis Schröder,ATL,14_15,10.0,2.1,4.1,0.732,0
Nerlens Noel,PHI,14_15,9.9,8.1,1.7,0.22,0
Wesley Johnson,LAL,14_15,9.9,4.2,1.6,0.256,0
Luc Mbah a Moute,PHI,14_15,9.9,4.9,1.6,0.22,0
Terrence Ross,TOR,14_15,9.8,2.8,1.0,0.598,0
Anderson Varejão,CLE,14_15,9.8,6.5,1.3,0.646,0
Gorgui Dieng,MIN,14_15,9.7,8.3,2.0,0.195,0
Timofey Mozgov,CLEDEN,14_15,9.7,7.3,0.7,,0
Robin Lopez,POR,14_15,9.6,6.7,0.9,0.622,0
Evan Turner,BOS,14_15,9.5,5.1,5.5,0.488,0
D.J. Augustin,DETOKC,14_15,9.5,2.0,4.3,,0
Greivis Vásquez,TOR,14_15,9.5,2.6,3.7,0.598,0
Mike Dunleavy,CHI,14_15,9.4,3.9,1.8,0.61,0
Luis Scola,IND,14_15,9.4,6.5,1.3,0.463,0
Nicolas Batum,POR,14_15,9.4,5.9,4.8,0.622,0
Amir Johnson,TOR,14_15,9.3,6.1,1.6,0.598,0
Isaiah Canaan,HOUPHI,14_15,9.2,1.9,2.1,,0
Marco Belinelli,SAS,14_15,9.2,2.5,1.5,0.671,0
P.J. Tucker,PHO,14_15,9.1,6.4,1.6,0.476,0
José Calderón,NYK,14_15,9.1,3.0,4.7,0.207,0
Jason Richardson,PHI,14_15,9.1,3.5,2.0,0.22,0
Bojan Bogdanović,BRK,14_15,9.0,2.7,0.9,0.463,0
Rajon Rondo,BOSDAL,14_15,8.9,5.5,7.9,,0
Elfrid Payton,ORL,14_15,8.9,4.3,6.5,0.305,0
Solomon Hill,IND,14_15,8.9,3.8,2.2,0.463,0
Omri Casspi,SAC,14_15,8.9,3.9,1.5,0.354,0
Michael Beasley,MIA,14_15,8.8,3.7,1.3,0.451,0
Paul George,IND,14_15,8.8,3.7,1.0,0.463,0
Hollis Thompson,PHI,14_15,8.8,2.8,1.2,0.22,0
Devin Harris,DAL,14_15,8.8,1.8,3.1,0.61,0
Mason Plumlee,BRK,14_15,8.7,6.2,0.9,0.463,0
Boris Diaw,SAS,14_15,8.7,4.3,2.9,0.671,0
Randy Foye,DEN,14_15,8.7,1.7,2.4,0.366,0
Dwight Buycks,LAL,14_15,8.7,2.0,2.3,0.256,0
Rodney Hood,UTA,14_15,8.7,2.3,1.7,0.463,0
Chris Kaman,POR,14_15,8.6,6.5,0.9,0.622,0
Tony Allen,MEM,14_15,8.6,4.4,1.4,0.671,0
Mirza Teletović,BRK,14_15,8.5,4.8,1.2,0.463,0
Tristan Thompson,CLE,14_15,8.5,8.0,0.5,0.646,0
Sebastian Telfair,OKC,14_15,8.4,1.9,2.8,0.549,0
Rudy Gobert,UTA,14_15,8.4,9.5,1.3,0.463,0
Derrick Williams,SAC,14_15,8.3,2.7,0.7,0.354,0
Ed Davis,LAL,14_15,8.3,7.6,1.2,0.256,0
