Player,Team,Season,PPG,RPG,APG,Winrate,MVP
Taurean Prince,ATL,18_19,13.5,3.6,2.1,0.354,0
Carmelo Anthony,HOU,18_19,13.4,5.4,0.5,0.646,0
Myles Turner,IND,18_19,13.3,7.2,1.6,0.585,0
Robert Covington,MINPHI,18_19,13.3,5.5,1.3,,0
Cedi Osman,CLE,18_19,13.0,4.7,2.6,0.232,0
Jaylen Brown,BOS,18_19,13.0,4.2,1.4,0.598,0
Gary Harris,DEN,18_19,12.9,2.8,2.2,0.659,0
Kevin Knox,NYK,18_19,12.8,4.5,1.1,0.207,0
Dwight Howard,WAS,18_19,12.8,9.2,0.4,0.39,0
Ricky Rubio,UTA,18_19,12.7,3.6,6.1,0.61,0
Thaddeus Young,IND,18_19,12.6,6.5,2.5,0.585,0
Paul Millsap,DEN,18_19,12.6,7.2,2.0,0.659,0
Justise Winslow,MIA,18_19,12.6,5.4,4.3,0.476,0
Trevor Ariza,PHOWAS,18_19,12.5,5.4,3.7,,0
Brook Lopez,MIL,18_19,12.5,4.9,1.2,0.732,0
Hassan Whiteside,MIA,18_19,12.3,11.3,0.8,0.476,0
Jeff Green,WAS,18_19,12.3,4.0,1.8,0.39,0
Wesley Matthews,DALINDNYK,18_19,12.2,2.5,2.3,,0
Jeff Teague,MIN,18_19,12.1,2.5,8.2,0.439,0
Joe Ingles,UTA,18_19,12.1,4.0,5.7,0.61,0
Dion Waiters,MIA,18_19,12.0,2.6,2.8,0.476,0
JaVale McGee,LAL,18_19,12.0,7.5,0.7,0.451,0
E'Twaun Moore,NOP,18_19,11.9,2.4,1.9,0.402,0
Willie Cauley-Stein,SAC,18_19,11.9,8.4,2.4,0.476,0
Jae Crowder,UTA,18_19,11.9,4.8,1.7,0.61,0
Derrick Favors,UTA,18_19,11.8,7.4,1.2,0.61,0
Bryn Forbes,SAS,18_19,11.8,2.9,2.1,0.585,0
D.J. Augustin,ORL,18_19,11.7,2.5,5.3,0.512,0
Kent Bazemore,ATL,18_19,11.6,3.9,2.3,0.354,0
Josh Jackson,PHO,18_19,11.5,4.4,2.3,0.232,0
Will Barton,DEN,18_19,11.5,4.6,2.9,0.659,0
Gordon Hayward,BOS,18_19,11.5,4.5,3.4,0.598,0
Kentavious Caldwell-Pope,LAL,18_19,11.4,2.9,1.3,0.451,0
Malik Beasley,DEN,18_19,11.3,2.5,1.2,0.659,0
Reggie Bullock,DETLAL,18_19,11.3,2.7,2.0,,0
Kris Dunn,CHI,18_19,11.3,4.1,6.0,0.268,0
Darren Collison,IND,18_19,11.2,3.1,6.0,0.585,0
Rodney Hood,CLEPOR,18_19,11.2,2.2,1.8,,0
DeMarre Carroll,BRK,18_19,11.1,5.2,1.3,0.512,0
Alex Len,ATL,18_19,11.1,5.5,1.1,0.354,0
DeAndre Jordan,DALNYK,18_19,11.0,13.1,2.3,,0
Fred VanVleet,TOR,18_19,11.0,2.6,4.8,0.707,0
Tristan Thompson,CLE,18_19,10.9,10.2,2.0,0.232,0
J.J. Barea,DAL,18_19,10.9,2.5,5.6,0.402,0
Jarrett Allen,BRK,18_19,10.9,8.4,1.4,0.512,0
Trey Burke,DALNYK,18_19,10.9,1.7,2.7,,0
Tyler Johnson,MIAPHO,18_19,10.9,3.0,2.9,,0
Allonzo Trier,NYK,18_19,10.9,3.1,1.9,0.207,0
Shai Gilgeous-Alexander,LAC,18_19,10.8,2.8,3.3,0.585,0
Dewayne Dedmon,ATL,18_19,10.8,7.5,1.4,0.354,0
Taj Gibson,MIN,18_19,10.8,6.5,1.2,0.439,0
Damyean Dotson,NYK,18_19,10.7,3.6,1.8,0.207,0
Elfrid Payton,NOP,18_19,10.6,5.2,7.6,0.402,0
Dario Šarić,MINPHI,18_19,10.6,5.6,1.6,,0
Dwight Powell,DAL,18_19,10.6,5.3,1.5,0.402,0
Thomas Bryant,WAS,18_19,10.5,6.3,1.3,0.39,0
Marco Belinelli,SAS,18_19,10.5,2.5,1.7,0.585,0
Justin Holiday,CHIMEM,18_19,10.5,3.9,1.8,,0
Kenneth Faried,BRKHOU,18_19,10.4,6.8,0.5,,0
Monte Morris,DEN,18_19,10.4,2.4,3.6,0.659,0
Wendell Carter Jr.,CHI,18_19,10.3,7.0,1.8,0.268,0
Wayne Ellington,DETMIA,18_19,10.3,2.0,1.4,,0
Danny Green,TOR,18_19,10.3,4.0,1.6,0.707,0
Tyreke Evans,IND,18_19,10.2,2.9,2.4,0.585,0
Cody Zeller,CHO,18_19,10.1,6.8,2.1,0.476,0
Marvin Williams,CHO,18_19,10.1,5.4,1.2,0.476,0
Kelly Olynyk,MIA,18_19,10.0,4.7,1.8,0.476,0
Kadeem Allen,NYK,18_19,9.9,2.7,4.0,0.207,0
Avery Bradley,LACMEM,18_19,9.9,2.8,2.4,,0
Derrick White,SAS,18_19,9.9,3.7,3.9,0.585,0
Lonzo Ball,LAL,18_19,9.9,5.3,5.4,0.451,0
Patty Mills,SAS,18_19,9.9,2.2,3.0,0.585,0
Luke Kennard,DET,18_19,9.7,2.9,1.8,0.5,0
Kevin Huerter,ATL,18_19,9.7,3.3,2.9,0.354,0
Nemanja Bjelica,SAC,18_19,9.6,5.8,1.9,0.476,0
Allen Crabbe,BRK,18_19,9.6,3.4,1.1,0.512,0
Jonathan Isaac,ORL,18_19,9.6,5.5,1.1,0.512,0
Jeremy Lin,ATLTOR,18_19,9.6,2.4,3.1,,0
Robin Lopez,CHI,18_19,9.5,3.9,1.2,0.268,0
Tony Parker,CHO,18_19,9.5,1.5,3.7,0.476,0
Shabazz Napier,BRK,18_19,9.4,1.8,2.6,0.512,0
Markieff Morris,OKCWAS,18_19,9.4,4.6,1.4,,0
JaMychal Green,LACMEM,18_19,9.4,6.3,0.8,,0
Danuel House Jr.,HOU,18_19,9.4,3.6,1.0,0.646,0
Al-Farouq Aminu,POR,18_19,9.4,7.5,1.3,0.646,0
Larry Nance Jr.,CLE,18_19,9.4,8.2,3.2,0.232,0
Nicolas Batum,CHO,18_19,9.3,5.2,3.3,0.476,0
Jalen Brunson,DAL,18_19,9.3,2.3,3.2,0.402,0
Gerald Green,HOU,18_19,9.2,2.5,0.5,0.646,0
Rajon Rondo,LAL,18_19,9.2,5.3,8.0,0.451,0
Alex Caruso,LAL,18_19,9.2,2.7,3.1,0.451,0
Landry Shamet,LACPHI,18_19,9.1,1.7,1.5,,0
Terry Rozier,BOS,18_19,9.0,3.9,2.9,0.598,0
Ish Smith,DET,18_19,8.9,2.6,3.6,0.5,0
Malik Monk,CHO,18_19,8.9,1.9,1.6,0.476,0
